Company Name,Year,Date,Text,URL,word_count,Cat_E,Cat_S,Cat_G,Cat_N,Resource_Use_active,Resource_Use_reasoning,Emissions_active,Emissions_reasoning,Innovation_active,Innovation_reasoning,Workforce_active,Workforce_reasoning,Human_Rights_active,Human_Rights_reasoning,Community_active,Community_reasoning,Product_Responsibility_active,Product_Responsibility_reasoning,Management_active,Management_reasoning,Shareholders_active,Shareholders_reasoning,CSR_Strategy_active,CSR_Strategy_reasoning
Fossil Group Inc,2025,2025-07-02T14:57:13.754Z,"We are pleased to announce that industry powerhouse Lakshman Lakshmanan has joined Fossil Group as Chief Supply Chain Officer. Laks brings extensive expertise in comprehensive supply chain planning and logistics, and under his leadership, we aim to further drive our strategy to become a leader in the watch industry. For more information about his role, visit our News Hub at https://lnkd.in/gWiNxEcu. #FossilGroupCareers #WeAreFossilGroup #GreaterTogether",https://www.linkedin.com/posts/fossil_fossilgroupcareers-wearefossilgroup-greatertogether-activity-7346190218707746816-sDKx?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADqFALABPq3VIXzLuPrRwsY5BnCGJGrVoow,64,No,No,Yes,No,No,"The post does not discuss materials, energy, water usage, or eco-efficient supply chain management.",No,"No mention of emissions, carbon footprint, or environmental pollution controls.",No,"No explicit reference to environmental technologies, green processes, or eco-designed products.",No,"No information about employees, workplace safety, compensation, diversity, or training.",No,No mention of human rights policies or supplier labor rights.,No,"No explicit information on corporate citizenship, community engagement, or philanthropy.",No,"No discussion of product safety, quality, or customer data/privacy.",Yes,"Announcement of a new Chief Supply Chain Officer reflects governance and executive leadership, informing organizational direction.",No,"No reference to shareholders, investor relations, or anti-takeover policies.",No,No explicit discussion of CSR strategy or integration of ESG into daily decision-making.
Hermes International SCA,2026,2026-04-23T16:01:10.311Z,"At Université de Technologie de Troyes, with tomorrow’s engineers, we shared a key aspect of our corporate vision, which combines savoir-faire and innovation on a daily basis.

A talk between two in-house engineers – an Information Systems expert and a Supply Chain expert from the Upstream division – provided a concrete illustration of how these roles work together to meet Hermès’ industrial challenges.

The discussion continued during a recruitment session where students were able to explore tangible career opportunities within the house.

From production to quality control and IT solutions, being an engineer at Hermès means working in a constantly evolving environment, where technical expertise supports our artisanal model. 

Discover our internship and work-study opportunities: https://lnkd.in/euYXbkq8

#HermesTalents #PassingOn #Engineers",https://www.linkedin.com/posts/hermes-group_hermestalents-passingon-engineers-activity-7453110730746351616-htBR?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACLsbp4BzPFCIR2ce3YnFUEXbi29SqtvI14,119,No,Yes,No,No,No,"The post does not discuss materials, energy, water use, or eco-efficient supply chain initiatives.",No,"There is no mention of emissions, pollution, or environmental footprint reduction.",No,"While 'innovation' is mentioned in relation to corporate vision, there is no explicit link to environmental technologies, green processes, or eco-designed products.",Yes,"The post references recruitment sessions and internship/work-study opportunities, indicating a focus on workforce development and talent pipeline.",No,"There is no mention of human rights conventions, supplier auditing, or labor rights policies.",No,"The post does not describe community impact, philanthropy, public health protections, or local social initiatives.",Yes,"Mentions production and quality control, signaling a focus on product quality and processes that affect customers.",No,"There is no discussion of governance principles, board structure, or executive compensation.",No,"No reference to investor relations, shareholder rights, or anti-takeover considerations.",No,"The post does not explicitly state how governance, social, and environmental dimensions are integrated into day-to-day decision-making or reporting."
Coats Group PLC,2025,2025-05-30T11:02:51.989Z,"In Bogor, Indonesia, through the Coats Cares initiative, our Coats Indonesia team partnered with NGO Beneath Bike to support local women from low-income families. 🧵🌿 We provided sewing and online selling training, helping 25 women turn fabric waste into products like tote bags and tablecloths. This project creates income, builds confidence, and promotes sustainability. 💚

#CoatsCares #EmpoweringCommunities #SustainableImpact",https://www.linkedin.com/posts/coats_coatscares-empoweringcommunities-sustainableimpact-activity-7334172439825850368-4mjl?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADXjFvUB0xG1Iocpo4MBioztPrr0FlCb9pg,58,Yes,Yes,Yes,No,Yes,"The post describes turning fabric waste into tote bags and tablecloths, implying reuse of waste and reduction of raw material inputs.",No,"There is no mention of emissions, carbon reduction goals, or pollution controls.",No,"The content focuses on community training and waste reuse, not on environmental technologies or eco-designed products.",No,"The post highlights community training for women, not internal employees’ job safety, compensation, or development opportunities within the company.",No,"No explicit reference to human rights conventions, supplier auditing, or rights-based policies.",Yes,"The initiative supports local women from low-income families, promotes income generation, and demonstrates corporate citizenship and local social impact.",No,"No discussion of product safety, quality standards, or customer data/privacy.",No,No governance or leadership structure information is provided.,No,"No mention of shareholder rights, anti-takeover policies, or investor reporting.",Yes,"The post frames the initiative as part of the Coats Cares CSR program and links activity to sustainable impact and community empowerment, reflecting CSR communication and strategy."
Gabriel Holding A/S,2025,2025-11-20T11:29:14.448Z,"Momentum continues.
 
Today we published our annual report for 2024/25, showing strong growth on both the top and bottom line. Revenue from continuing operations increased to DKK 516 million, while EBIT rose sharply to DKK 44 million – well ahead of our expectations for the year.
 
We delivered this result in a furniture market still marked by uncertainty. Over the year we gained market share, strengthened cash flow and reduced debt. In short, we are on the right course, and our strategic initiatives are having the desired effect.
 
We expect this positive momentum to continue in 2025/26, while maintaining a clear focus on sustainability – including our LOOP programme and our commitment to the Science Based Targets initiative (SBTi).
 
Hear from our CEO, Anders Hedegaard Petersen, as he walks you through this year’s results and our outlook for 2025/26.",https://www.linkedin.com/posts/gabriel_momentum-continues-today-we-published-activity-7397234565754425344-eBRV?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEsntggBsZ3j--2X3xlvXMIZKK2Ymt0pMxg,139,Yes,No,Yes,No,Yes,"The post explicitly references the LOOP programme as part of sustainability, implying circularity and efforts to reduce resource inputs.",Yes,"The post states commitment to the Science Based Targets initiative (SBTi), which signals explicit emission reduction goals.",No,"No explicit mention of environmental technologies, eco-designed products, or green processes.",No,"No information about employees, workplace safety, diversity, or training.",No,No reference to human rights policies or supplier human rights auditing.,No,No explicit community programs or charitable activities discussed.,No,"No discussion of product safety, quality, or customer data privacy.",No,No explicit governance principles or board-level details discussed.,No,No mention of shareholder rights or anti-takeover measures.,Yes,"The post frames sustainability initiatives (LOOP, SBTi) within the annual report and outlook, indicating integration of environmental and governance considerations into the corporate strategy."
Fossil Group Inc,2025,2025-09-11T20:34:23.282Z,"Our 2024 Corporate Sustainability Highlights Report is here!

“At the heart of our business is a deep commitment to the planet, our communities, and the people who make everything we do possible—an approach we bring to life through Make Time for Good, our framework for managing environmental, social, and governance initiatives and guiding our journey as a purpose-driven company,” said Fossil Group CEO, Franco Fogliato.

2024 Highlights: 

♻️ Reduced 61.8% in absolute emissions of Scope 3 (2021 baseline).

♀️ Increased our Women’s Empowerment Principles Assessment Score to 75%, reaching the top quartile (our 2025 goal - a year ahead of schedule).

🫶 Increased employee volunteerism. Hours surged by 58%, reflecting the team's dedication to community engagement.

Explore the full report at: https://lnkd.in/dDnsCAAb
#MakeTimeForGood #GreaterTogether #WeAreFossilGroup",https://www.linkedin.com/posts/fossil_maketimeforgood-greatertogether-wearefossilgroup-activity-7372004605955727360-to1T?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADqFALABPq3VIXzLuPrRwsY5BnCGJGrVoow,125,Yes,Yes,Yes,No,No,"The post does not mention materials, energy, or water usage, eco-efficient supply chain solutions, or resource input reductions.",Yes,Explicitly reports a 61.8% reduction in absolute emissions of Scope 3 (2021 baseline).,No,"There is no reference to environmental technologies, green processes, or eco-designed products.",Yes,"Mentions increasing the Women’s Empowerment Principles Assessment Score to 75% and achieving top quartile status, which relates to workforce diversity and development.",No,"No mention of human rights conventions, policies, or supplier auditing.",Yes,"Notes increased employee volunteerism (hours up 58%), signaling greater community engagement.",No,"No discussion of product safety, quality standards, or customer data privacy.",No,"No explicit governance principles, executive leadership details, or board/compensation information; references are high-level.",No,"No mention of investor relations, shareholder rights, or anti-takeover measures.",Yes,References the Make Time for Good framework and the sustainability highlights report as core to integrating ESG into decision-making and external communication.
Ermenegildo Zegna NV,2026,2026-03-04T15:21:45.174Z,"For the 25th consecutive year, our collaboration with the MAFED (Master in Fashion, Experience & Design Management) at the SDA Bocconi School of Management continues - a long-standing partnership grounded in a shared commitment to shaping the future of fashion and luxury.

Last week, we had the pleasure of kicking off the new edition with a guest lecture in the School’s auditorium. Our Heads of Merchandising, Maria Vittoria Tabanelli and Mattia Giustacchini, delivered an in-depth session within the Industry Analysis in Fashion and Luxury course, exploring the evolution of menswear through the lens of market shifts and competitive dynamics - offering students a strategic perspective on today’s luxury landscape.
A sincere thank you to the MAFED students for their engaged participation and to Tenured Lecturer Erica Corbellini for the kind invitation.

We look forward to continuing this journey together in the months ahead.
#WithinZEGNA",https://www.linkedin.com/posts/ermenegildo-zegna_withinzegna-activity-7434981417362710528-RoLw?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGDMViMBG9gX-SKmC140_FYQmXeoiXG6C2k,144,No,No,Yes,No,No,"The post does not mention materials, energy, water use, or eco-efficient supply chain solutions.",No,"There is no reference to emissions, carbon footprint, pollution, or reduction efforts.",No,"No explicit mention of environmental technologies, green processes, or eco-designed products.",No,"Does not discuss internal employees’ job satisfaction, safety, compensation, diversity, or training opportunities.",No,"No references to human rights conventions, supplier auditing, or labor rights issues.",No,"No explicit evidence of corporate citizenship activities, local community health protections, or charitable initiatives.",No,"No discussion of product quality, safety standards, or customer data/privacy considerations.",No,"No content about governance principles, executive leadership, or board-level structures.",No,"No mention of investor relations, shareholder rights, or anti-takeover policies.",Yes,"The post describes a long-standing collaboration with an academic institution and frames it as shaping the future of fashion and luxury, which functions as CSR-oriented brand communication and demonstrates integration of social dimensions into corporate storytelling."
Gabriel Holding A/S,2026,2026-02-19T11:00:15.698Z,"One of the pieces defining the atmosphere in our Warsaw showroom is the iconic Egg Chair by ARNE JACOBSEN® DESIGN, upholstered in Uptown.

With its large-scale open grid, Uptown reflects the urban rhythm of Warsaw through a refined Scandinavian lens. The architectural pattern appears graphic from afar, yet reveals an organic calm up close. 

In a district defined by contemporary office buildings and clean lines, the structured pattern feels naturally at home, while soft light and drapery inside the showroom enhance the grid’s subtle contrasts.

Explore Uptown https://lnkd.in/eG2uRRgh",https://www.linkedin.com/posts/gabriel_one-of-the-pieces-defining-the-atmosphere-activity-7430204568677879809-gxX2?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEsntggBsZ3j--2X3xlvXMIZKK2Ymt0pMxg,88,No,No,No,Yes,No,"The post focuses on furniture design and showroom ambience without mentioning materials, energy, water usage, or resource-efficiency strategies.",No,"There is no discussion of emissions, pollution, or measures to reduce environmental impact in production or operations.",No,"The content centers on design aesthetics and architectural pattern, not on environmental technologies, green processes, or eco-designed products.",No,"No information about employees, job satisfaction, safety, diversity, or training opportunities is provided.",No,"There is no reference to fundamental human rights conventions, supplier auditing, or labor-rights issues.",No,"The post does not discuss community impact, public health protections, ethics, or localized charitable activities.",No,"While it mentions a chair, the post does not address product safety, quality standards, or customer data/privacy considerations.",No,"No content related to corporate governance, board structure, or executive leadership is present.",No,"There is no mention of investor relations, shareholder rights, or anti-takeover policies.",No,"The post is a design-focused showcase and does not communicate how environmental, social, and governance topics are integrated into decision-making or reporting."
Pou Chen Corp,2025,2025-10-17T03:00:02.736Z,"🌟 Workplace Burnout🌟

💡Have you felt so drained that when you want to finish a simple task it feels tiresome and hard. This is a sign of a burnout.

👉Burnout is a state of emotional, physical, and mental exhaustion caused by prolonged or excessive stress at work. Unlike ordinary fatigue, burnout builds up over time and can affect both performance and motivation.

Some common signs of burnout include :
💠Constant exhaustion, no matter how much you rest
💠Decreased productivity and difficulty concentrating
💠Feeling detached, unmotivated, or negative toward work
💠Physical symptoms like headaches, tension, or trouble sleeping

🤔Why is it important to talk about this? Because burnout doesn’t just affect individuals but also surroundings. 

✨ In workplace, when employees understand the signs of burnout, they can take proactive steps to protect themselves, and companies can create systems that encourage balance and care. This will help the employees to feel matters and the company culture can be healthier. 

#Pouchengroupindonesia #Manufacture #Atleticshoe #Burnout #Awareness #Workplace",https://www.linkedin.com/posts/pouchengroupindonesia_pouchengroupindonesia-manufacture-atleticshoe-activity-7384785235156230144-oL7m?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFgjPbUBezTI8Hq3YZEHPDYXMhtl4HhVFkU,163,No,Yes,No,No,No,"The post does not discuss materials, energy, or water usage or eco-efficient supply chain management.",No,"There is no mention of emissions, carbon footprint, or related reduction initiatives.",No,"The post does not reference environmental technologies, eco-designed products, or innovations aimed at reducing environmental costs.",Yes,"The post focuses on employee burnout, emotional/physical/mental exhaustion, and advocates for proactive steps and systems to support balance and care in the workplace.",No,"No references to human rights conventions, policies, or supplier auditing.",No,"The content centers on internal workplace wellbeing, not community health or local social impact.",No,"No discussion of product quality, safety, or customer data privacy.",No,"No explicit discussion of governance structures, board, or executive compensation.",No,"No mention of shareholder rights, investor relations, or anti-takeover policies.",No,"The post does not communicate integration of environmental, social, and governance topics into day-to-day decision-making or CSR strategy."
Chow Sang Sang Holdings International Ltd,2025,2025-10-02T04:30:02.382Z,"Chow Sang Sang is excited to unveil our latest collaboration with Randomevent, to present a Charme pop-up experience in Chengdu. This limited-time space brings together jewellery, music, and street fashion in a creative and immersive setting.

At the heart of the experience is the debut of the Charme Trunk — a mobile concept inspired by the jewellery box, reimagined as a travelling creative studio. It showcases the full Charme collection and invites visitors to explore personalised styling through meaningful, locally inspired designs.

Reflecting the spirit of “Charme My Way,” this collaboration continues to push the boundaries of jewellery innovation, connecting with a new generation through creativity, craftsmanship, and cultural relevance.

#ChowSangSang #Randomevent #Charme #CharmeMyWay #Chengdu #JewelleryInnovation #Craftsmanship",https://www.linkedin.com/posts/chow-sang-sang_chowsangsang-randomevent-charme-activity-7379372064928894976-QZ_i?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGB6y44BXl0aI8QCDjTYR-RvKtLlWySKDw0,117,No,No,No,Yes,No,"The post references a pop-up experience and a mobile Charme Trunk concept but does not discuss energy, water, materials, or eco-efficient supply chain management.",No,"There is no mention of emissions, pollution, or efforts to reduce environmental footprint.",No,"While the post mentions 'innovation' in a branding sense, it does not reference environmental technologies or eco-designed products.",No,"There is no discussion of employees, workplace safety, diversity, training, or other workforce topics.",No,"No references to human rights conventions, supply chain rights, or related policies.",No,"The content focuses on a commercial collaboration and pop-up experience rather than community health, philanthropy, or local social impact.",No,"No discussion of product safety, quality controls, customer data privacy, or related commitments.",No,"No information on corporate governance, leadership, or board-level structures.",No,"No mention of shareholder relations, investor communications, or anti-takeover policies.",No,"The post is promotional marketing content and does not address integrating ESG topics into governance, strategy, or reporting."
Gildan Activewear Inc,2026,2026-02-27T13:00:25.380Z,"Last month at the PPAI - Promotional Products Association International Expo in Las Vegas, Nevada, our teams did what they do best: connected and showcased Gildan’s universal staples. 

Across our brand exhibits—featuring everything from ultra cotton essentials to totes and sweatpants—we demonstrated why Gildan remains a trusted partner in the promotional products industry. Distributors experienced our quality firsthand, explored innovative printing capabilities, and saw the range that makes us a reliable source for their diverse needs. 

During the four-day event, we deepened relationships with suppliers and gathered insights that will continue shaping how we serve this vibrant industry. Thank you to the suppliers, distributors, and partners who made this such a valuable experience. 

#MakingApparelBetter #PPAIExpo",https://www.linkedin.com/posts/gildan_makingapparelbetter-ppaiexpo-activity-7433133911200784385-FnBA?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFgUjgkBGSmiRXCkFw7DGB-O57R2S_JLFDk,115,No,Yes,No,No,No,"The post does not mention materials, energy, or water use, eco-efficient supply chain management, or resource inputs.",No,"There is no discussion of emissions, pollution, or efforts to reduce emissions.",No,"The post notes 'innovative printing capabilities' but does not tie this to environmental technologies, green processes, or eco-designed products.",No,"There are no references to internal employees’ wellbeing, safety, compensation, diversity, or training opportunities.",No,"The content does not address human rights conventions, policies, or supplier labor rights auditing.",No,"There is no mention of local community impact, public health protections, or charitable activities.",Yes,"The post emphasizes product quality and reliability for distributors, indicating a focus on the quality of goods and services delivered to customers.",No,"The post does not discuss governance principles, executive leadership, or board structure.",No,"There is no mention of shareholder relations, investor reporting, or anti-takeover considerations.",No,"The message is event-focused promotional content and does not describe integrated ESG governance, strategy, or decision-making processes."
