Company Name,Year,Date,Text,URL,word_count,Cat_E,Cat_S,Cat_G,Cat_N,Resource_Use_active,Resource_Use_reasoning,Emissions_active,Emissions_reasoning,Innovation_active,Innovation_reasoning,Workforce_active,Workforce_reasoning,Human_Rights_active,Human_Rights_reasoning,Community_active,Community_reasoning,Product_Responsibility_active,Product_Responsibility_reasoning,Management_active,Management_reasoning,Shareholders_active,Shareholders_reasoning,CSR_Strategy_active,CSR_Strategy_reasoning
Fossil Group Inc,2025,2025-07-02T14:57:13.754Z,"We are pleased to announce that industry powerhouse Lakshman Lakshmanan has joined Fossil Group as Chief Supply Chain Officer. Laks brings extensive expertise in comprehensive supply chain planning and logistics, and under his leadership, we aim to further drive our strategy to become a leader in the watch industry. For more information about his role, visit our News Hub at https://lnkd.in/gWiNxEcu. #FossilGroupCareers #WeAreFossilGroup #GreaterTogether",https://www.linkedin.com/posts/fossil_fossilgroupcareers-wearefossilgroup-greatertogether-activity-7346190218707746816-sDKx?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADqFALABPq3VIXzLuPrRwsY5BnCGJGrVoow,64,No,No,Yes,No,No,"The post mentions supply chain leadership in general but does not explicitly discuss materials, energy, water consumption, or eco-efficient resource management.",No,"There is no reference to emissions, pollution, or efforts to reduce environmental impacts from operations or logistics.",No,"The text does not mention environmental technologies, green processes, or eco-designed products; it focuses solely on leadership and strategy in the watch industry.",No,"While a new executive hire is announced, there is no explicit discussion of employee welfare, workplace safety, development, diversity, or compensation policies.",No,"The content does not address human rights policies, labor standards, or supplier human rights due diligence.",No,"There is no mention of community engagement, philanthropy, public health, or broader social impact initiatives.",No,"The post does not discuss product quality, consumer safety, data privacy, or integrity of goods and services.",Yes,"The post explicitly announces the appointment of a Chief Supply Chain Officer, an executive leadership role, and links this to driving company strategy, which falls under corporate management and governance topics.",No,"There is no mention of shareholders, investor relations, financial returns, or anti-takeover measures.",No,"The announcement is about an executive appointment and business strategy, without any explicit connection to ESG, sustainability, or CSR integration into corporate decision-making."
Hermes International SCA,2026,2026-04-23T16:01:10.311Z,"At Université de Technologie de Troyes, with tomorrow’s engineers, we shared a key aspect of our corporate vision, which combines savoir-faire and innovation on a daily basis.

A talk between two in-house engineers – an Information Systems expert and a Supply Chain expert from the Upstream division – provided a concrete illustration of how these roles work together to meet Hermès’ industrial challenges.

The discussion continued during a recruitment session where students were able to explore tangible career opportunities within the house.

From production to quality control and IT solutions, being an engineer at Hermès means working in a constantly evolving environment, where technical expertise supports our artisanal model. 

Discover our internship and work-study opportunities: https://lnkd.in/euYXbkq8

#HermesTalents #PassingOn #Engineers",https://www.linkedin.com/posts/hermes-group_hermestalents-passingon-engineers-activity-7453110730746351616-htBR?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACLsbp4BzPFCIR2ce3YnFUEXbi29SqtvI14,119,No,Yes,No,No,No,"Although a Supply Chain expert is mentioned, the post does not explicitly address eco-efficient supply chain management, materials, energy, or water consumption, nor reduction of resource inputs.",No,"There is no reference to pollution, emissions, carbon footprint, or any measures to reduce emissions in production or operations.",No,"Innovation is mentioned generically as part of the corporate vision, but there is no explicit link to environmental technologies, green processes, or eco-designed products aimed at reducing environmental impacts.",Yes,"The post focuses on engineers’ roles at Hermès, a recruitment session, and tangible career opportunities, which explicitly relates to internal employees, job roles, and development opportunities.",No,"The content does not mention human rights conventions, labor rights, or supplier audits related to issues like child or forced labor.",No,"Engagement with university students is framed as talent recruitment and not as corporate citizenship, philanthropy, public health, or localized social impact initiatives.",No,"While production and quality control are mentioned, they are not described in terms of consumer health and safety, product integrity standards, or customer data privacy.",No,"There is no discussion of corporate governance structures, board composition, or executive leadership decisions.",No,"The post does not refer to investors, shareholder rights, reporting to shareholders, or anti-takeover measures.",No,"The description of the corporate vision and innovation is high-level and recruitment-focused; it does not explicitly communicate integration of environmental, social, and governance topics into day-to-day decision-making or formal CSR reporting."
Coats Group PLC,2025,2025-05-30T11:02:51.989Z,"In Bogor, Indonesia, through the Coats Cares initiative, our Coats Indonesia team partnered with NGO Beneath Bike to support local women from low-income families. 🧵🌿 We provided sewing and online selling training, helping 25 women turn fabric waste into products like tote bags and tablecloths. This project creates income, builds confidence, and promotes sustainability. 💚

#CoatsCares #EmpoweringCommunities #SustainableImpact",https://www.linkedin.com/posts/coats_coatscares-empoweringcommunities-sustainableimpact-activity-7334172439825850368-4mjl?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADXjFvUB0xG1Iocpo4MBioztPrr0FlCb9pg,58,Yes,Yes,Yes,No,Yes,"The post explicitly mentions turning fabric waste into new products (tote bags, tablecloths), which directly concerns the use of material inputs and waste reduction, fitting the Resource Use focus on reducing resource inputs and improving eco-efficiency.",No,"There is no explicit reference to emissions, pollution, carbon footprint, or measures to reduce emissions in operations or production processes.",No,"While the activity promotes sustainability, the post does not explicitly describe environmental technologies, green process innovation, or eco-designed products beyond basic upcycling of fabric waste.",No,"The content focuses on local women from low-income families in the community, not on Coats’ own internal employees, workplace conditions, or HR policies.",No,"The post does not reference human rights conventions, avoidance of child/forced labor, or supplier human rights audits; it focuses on skills training and income generation without framing it in explicit human rights terms.",Yes,"The initiative is clearly a community-focused program: Coats partners with an NGO to support local women from low-income families, provide training, generate income, and empower communities, which aligns with corporate citizenship and localized social impact.",No,"There is no mention of customer health and safety, product quality standards, product integrity controls, or data privacy related to the products created or sold.",No,"The post does not mention corporate governance structures, leadership decisions, or executive/board-level policies.",No,"There is no reference to investors, shareholder rights, financial reporting to shareholders, or anti-takeover mechanisms.",Yes,"The Coats Cares initiative and the #SustainableImpact/#EmpoweringCommunities framing indicate a structured CSR program that integrates social (community empowerment, income generation) and environmental (use of fabric waste) aspects into the company’s broader responsibility efforts."
Gabriel Holding A/S,2025,2025-11-20T11:29:14.448Z,"Momentum continues.
 
Today we published our annual report for 2024/25, showing strong growth on both the top and bottom line. Revenue from continuing operations increased to DKK 516 million, while EBIT rose sharply to DKK 44 million – well ahead of our expectations for the year.
 
We delivered this result in a furniture market still marked by uncertainty. Over the year we gained market share, strengthened cash flow and reduced debt. In short, we are on the right course, and our strategic initiatives are having the desired effect.
 
We expect this positive momentum to continue in 2025/26, while maintaining a clear focus on sustainability – including our LOOP programme and our commitment to the Science Based Targets initiative (SBTi).
 
Hear from our CEO, Anders Hedegaard Petersen, as he walks you through this year’s results and our outlook for 2025/26.",https://www.linkedin.com/posts/gabriel_momentum-continues-today-we-published-activity-7397234565754425344-eBRV?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEsntggBsZ3j--2X3xlvXMIZKK2Ymt0pMxg,139,Yes,No,Yes,No,No,"The post mentions a general focus on sustainability and a LOOP programme but does not explicitly reference materials, energy, water consumption, or eco-efficient supply chain actions, so resource use cannot be concretely identified.",Yes,"The company explicitly states a commitment to the Science Based Targets initiative (SBTi), which is directly related to setting and reducing greenhouse gas emissions targets, providing clear evidence under the Emissions category.",No,"Although sustainability and a LOOP programme are referenced, there is no explicit mention of environmental technologies, green processes, or eco-designed products aimed at reducing environmental burdens.",No,"The post does not discuss employees, workplace conditions, diversity, safety, or training.",No,"There is no mention of human rights conventions, labor rights in the supply chain, or avoidance of child/forced labor.",No,"The text does not describe philanthropy, community programs, public health initiatives, or business ethics topics affecting local communities.",No,"There is no reference to product safety, quality standards, consumer health, or customer data privacy.",Yes,"The post refers to annual report results, strategic initiatives, financial performance, debt reduction, and includes a message from the CEO discussing results and outlook, all of which are core governance and management topics.",Yes,"Publication of the annual report, discussion of revenue, EBIT, cash flow, debt reduction, and growth are all direct investor-relations communications targeted at shareholders and the investment community.",Yes,"The company explicitly links its future outlook and strategic course with a ‘clear focus on sustainability,’ naming specific frameworks (LOOP programme and SBTi), which signals integration of environmental considerations into overall corporate strategy and reporting."
Fossil Group Inc,2025,2025-09-11T20:34:23.282Z,"Our 2024 Corporate Sustainability Highlights Report is here!

“At the heart of our business is a deep commitment to the planet, our communities, and the people who make everything we do possible—an approach we bring to life through Make Time for Good, our framework for managing environmental, social, and governance initiatives and guiding our journey as a purpose-driven company,” said Fossil Group CEO, Franco Fogliato.

2024 Highlights: 

♻️ Reduced 61.8% in absolute emissions of Scope 3 (2021 baseline).

♀️ Increased our Women’s Empowerment Principles Assessment Score to 75%, reaching the top quartile (our 2025 goal - a year ahead of schedule).

🫶 Increased employee volunteerism. Hours surged by 58%, reflecting the team's dedication to community engagement.

Explore the full report at: https://lnkd.in/dDnsCAAb
#MakeTimeForGood #GreaterTogether #WeAreFossilGroup",https://www.linkedin.com/posts/fossil_maketimeforgood-greatertogether-wearefossilgroup-activity-7372004605955727360-to1T?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADqFALABPq3VIXzLuPrRwsY5BnCGJGrVoow,125,Yes,Yes,Yes,No,No,"The post does not mention materials, water, energy efficiency, or eco-efficient supply chain/resource management; it only references emissions and social topics.",Yes,"There is explicit evidence: “Reduced 61.8% in absolute emissions of Scope 3 (2021 baseline),” which directly concerns operational/ value-chain emissions reductions.",No,"The content does not describe environmental technologies, green processes, or eco-designed products; it only states outcomes (emissions reduction) without linking them to specific innovations.",Yes,"The post highlights increased employee volunteerism—“Hours surged by 58%, reflecting the team's dedication to community engagement”—which directly concerns employee engagement and internal workforce behavior.",No,"While women’s empowerment is mentioned, it is framed via the Women’s Empowerment Principles Assessment Score rather than broader human rights conventions or supplier labor rights; the text does not explicitly address human rights, child/forced labor, or related policies.",Yes,"The post states that employee volunteer hours surged, “reflecting the team's dedication to community engagement,” which is explicit evidence of community-focused corporate citizenship activities.",No,"There is no discussion of product quality, consumer safety, product integrity, or data privacy; the focus is on emissions, workforce engagement, and women’s empowerment.",No,"Although the CEO is quoted, the quote concerns purpose and ESG commitment, not board structure, executive pay, or governance mechanics; no explicit corporate governance principles or leadership structures are described.",No,"The post does not mention investors, shareholder rights, investor reporting, or anti-takeover measures.",Yes,"The post explicitly references the “2024 Corporate Sustainability Highlights Report” and “Make Time for Good, our framework for managing environmental, social, and governance initiatives,” which is direct evidence of overarching CSR/ESG strategy and its integration into the company’s purpose-driven positioning."
Ermenegildo Zegna NV,2026,2026-03-04T15:21:45.174Z,"For the 25th consecutive year, our collaboration with the MAFED (Master in Fashion, Experience & Design Management) at the SDA Bocconi School of Management continues - a long-standing partnership grounded in a shared commitment to shaping the future of fashion and luxury.

Last week, we had the pleasure of kicking off the new edition with a guest lecture in the School’s auditorium. Our Heads of Merchandising, Maria Vittoria Tabanelli and Mattia Giustacchini, delivered an in-depth session within the Industry Analysis in Fashion and Luxury course, exploring the evolution of menswear through the lens of market shifts and competitive dynamics - offering students a strategic perspective on today’s luxury landscape.
A sincere thank you to the MAFED students for their engaged participation and to Tenured Lecturer Erica Corbellini for the kind invitation.

We look forward to continuing this journey together in the months ahead.
#WithinZEGNA",https://www.linkedin.com/posts/ermenegildo-zegna_withinzegna-activity-7434981417362710528-RoLw?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGDMViMBG9gX-SKmC140_FYQmXeoiXG6C2k,144,No,No,No,Yes,No,"The post does not mention materials, energy, water use, or eco-efficient supply chain or resource management practices.",No,"There is no reference to environmental pollution, emissions, or efforts to reduce emissions in operations or production.",No,"Although it mentions shaping the future of fashion and luxury, there is no explicit link to environmental technologies, green processes, or eco-designed products.",No,"The post references company executives giving a lecture but does not discuss employee wellbeing, safety, compensation, diversity, or training as an internal workforce policy or program.",No,"There is no mention of human rights policies, avoidance of child or forced labor, or supplier human rights auditing.",No,"The collaboration with a university is presented as an educational and industry partnership, but the post does not explicitly frame it as corporate citizenship, philanthropy, public health, or broader social impact programming.",No,"The content does not address product quality, consumer safety, product integrity, or data privacy; it only mentions market and industry analysis of menswear and luxury.",No,"While senior roles (Heads of Merchandising) are named as speakers, there is no discussion of governance structures, executive compensation, or strategic management practices.",No,"The post does not mention investors, shareholder rights, reporting, or anti-takeover mechanisms.",No,"The collaboration with the business school is not explicitly framed as part of a broader ESG or CSR strategy; there is no mention of sustainability reporting, integration of ESG into decision-making, or corporate responsibility positioning."
Gabriel Holding A/S,2026,2026-02-19T11:00:15.698Z,"One of the pieces defining the atmosphere in our Warsaw showroom is the iconic Egg Chair by ARNE JACOBSEN® DESIGN, upholstered in Uptown.

With its large-scale open grid, Uptown reflects the urban rhythm of Warsaw through a refined Scandinavian lens. The architectural pattern appears graphic from afar, yet reveals an organic calm up close. 

In a district defined by contemporary office buildings and clean lines, the structured pattern feels naturally at home, while soft light and drapery inside the showroom enhance the grid’s subtle contrasts.

Explore Uptown https://lnkd.in/eG2uRRgh",https://www.linkedin.com/posts/gabriel_one-of-the-pieces-defining-the-atmosphere-activity-7430204568677879809-gxX2?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEsntggBsZ3j--2X3xlvXMIZKK2Ymt0pMxg,88,No,No,No,Yes,No,"The post describes design aesthetics of a showroom chair and upholstery fabric but does not mention materials sourcing, resource efficiency, energy, water use, or supply chain resource management.",No,"There is no reference to emissions, pollution, carbon footprint, or any measures to reduce environmental discharges.",No,"While design aspects are highlighted, there is no explicit mention of environmental technologies, green processes, or eco-designed products aimed at reducing environmental impacts.",No,"The content does not discuss employees, workplace conditions, health and safety, compensation, diversity, or training.",No,"There is no mention of human rights policies, labor standards, or avoidance of child/forced labor in the supply chain.",No,"Although a specific district of Warsaw is mentioned, this is only as a design context; there is no discussion of corporate citizenship, local social impact, philanthropy, or public health.",No,"The post focuses on aesthetic qualities of the Egg Chair and upholstery; it does not address product safety, durability, customer health, or data privacy.",No,"No corporate governance structures, leadership decisions, or board/management practices are referenced.",No,"There is no mention of investors, shareholder rights, financial reporting, or related topics.",No,"The post is a marketing/design showcase and does not communicate any broader environmental, social, or governance strategy or reporting framework."
Pou Chen Corp,2025,2025-10-17T03:00:02.736Z,"🌟 Workplace Burnout🌟

💡Have you felt so drained that when you want to finish a simple task it feels tiresome and hard. This is a sign of a burnout.

👉Burnout is a state of emotional, physical, and mental exhaustion caused by prolonged or excessive stress at work. Unlike ordinary fatigue, burnout builds up over time and can affect both performance and motivation.

Some common signs of burnout include :
💠Constant exhaustion, no matter how much you rest
💠Decreased productivity and difficulty concentrating
💠Feeling detached, unmotivated, or negative toward work
💠Physical symptoms like headaches, tension, or trouble sleeping

🤔Why is it important to talk about this? Because burnout doesn’t just affect individuals but also surroundings. 

✨ In workplace, when employees understand the signs of burnout, they can take proactive steps to protect themselves, and companies can create systems that encourage balance and care. This will help the employees to feel matters and the company culture can be healthier. 

#Pouchengroupindonesia #Manufacture #Atleticshoe #Burnout #Awareness #Workplace",https://www.linkedin.com/posts/pouchengroupindonesia_pouchengroupindonesia-manufacture-atleticshoe-activity-7384785235156230144-oL7m?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFgjPbUBezTI8Hq3YZEHPDYXMhtl4HhVFkU,163,No,Yes,No,No,No,"The post does not mention materials, energy, water use, or supply chain resource efficiency.",No,"There is no reference to emissions, pollution, or measures to reduce environmental impacts.",No,"The content focuses on mental health and burnout, not on environmental technologies or eco-design.",Yes,"The post explicitly discusses workplace burnout, its signs, effects on performance and motivation, and the need for companies to create systems that encourage balance, care, and a healthier company culture, which falls directly under workforce health, well-being, and working conditions.",No,"There is no mention of human rights policies, avoidance of forced or child labor, or related conventions.",No,"While burnout affects surroundings, the post is framed around internal workplace culture rather than broader community impact, charity, or public health programs run by the company.",No,"The post does not discuss product quality, customer safety, or data privacy.",No,"There is no discussion of governance structures, leadership decisions, or executive compensation; references to companies creating systems are general and not about corporate governance.",No,"The post does not mention investors, shareholder rights, or reporting to shareholders.",No,"Although it raises awareness about burnout, the post does not describe an overarching CSR strategy, formal policies, or integrated ESG decision-making at the organizational level."
Chow Sang Sang Holdings International Ltd,2025,2025-10-02T04:30:02.382Z,"Chow Sang Sang is excited to unveil our latest collaboration with Randomevent, to present a Charme pop-up experience in Chengdu. This limited-time space brings together jewellery, music, and street fashion in a creative and immersive setting.

At the heart of the experience is the debut of the Charme Trunk — a mobile concept inspired by the jewellery box, reimagined as a travelling creative studio. It showcases the full Charme collection and invites visitors to explore personalised styling through meaningful, locally inspired designs.

Reflecting the spirit of “Charme My Way,” this collaboration continues to push the boundaries of jewellery innovation, connecting with a new generation through creativity, craftsmanship, and cultural relevance.

#ChowSangSang #Randomevent #Charme #CharmeMyWay #Chengdu #JewelleryInnovation #Craftsmanship",https://www.linkedin.com/posts/chow-sang-sang_chowsangsang-randomevent-charme-activity-7379372064928894976-QZ_i?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGB6y44BXl0aI8QCDjTYR-RvKtLlWySKDw0,117,No,No,No,Yes,No,"The post does not mention materials efficiency, energy use, water consumption, or eco-efficient supply chain practices; it only describes a creative pop-up space and product styling.",No,"There is no reference to emissions, pollution reduction, carbon footprint, or cleaner operational processes.",No,"Although the hashtag #JewelleryInnovation and phrases like 'push the boundaries of jewellery innovation' are used, they are not linked to environmental technologies or eco-designed products aimed at reducing environmental impacts; the context is purely creative and stylistic.",No,"The content does not address employees, workplace conditions, training, diversity, or safety.",No,"There is no mention of human rights policies, labor standards, or issues such as child or forced labor.",No,"While the designs are described as 'locally inspired' and culturally relevant, the post does not describe philanthropy, public health initiatives, or broader community impact beyond marketing and branding.",No,"The post does not discuss product safety, quality standards in a responsibility sense, or data privacy; it focuses on style, personalization, and brand experience.",No,"There is no discussion of governance structures, leadership decisions, or executive oversight.",No,"The post does not reference investors, shareholder rights, or financial communications.",No,"The content is a marketing announcement about a collaboration and pop-up experience, without any explicit link to environmental, social, or governance strategy or reporting."
Gildan Activewear Inc,2026,2026-02-27T13:00:25.380Z,"Last month at the PPAI - Promotional Products Association International Expo in Las Vegas, Nevada, our teams did what they do best: connected and showcased Gildan’s universal staples. 

Across our brand exhibits—featuring everything from ultra cotton essentials to totes and sweatpants—we demonstrated why Gildan remains a trusted partner in the promotional products industry. Distributors experienced our quality firsthand, explored innovative printing capabilities, and saw the range that makes us a reliable source for their diverse needs. 

During the four-day event, we deepened relationships with suppliers and gathered insights that will continue shaping how we serve this vibrant industry. Thank you to the suppliers, distributors, and partners who made this such a valuable experience. 

#MakingApparelBetter #PPAIExpo",https://www.linkedin.com/posts/gildan_makingapparelbetter-ppaiexpo-activity-7433133911200784385-FnBA?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFgUjgkBGSmiRXCkFw7DGB-O57R2S_JLFDk,115,No,No,No,Yes,No,"The post highlights Gildan’s product range and presence at an industry expo but does not mention materials, energy, water consumption, or eco-efficient supply chain/resource reduction efforts.",No,"There is no reference to emissions, pollution, carbon footprint, or related reduction measures in operations or production.",No,"Although the post mentions ‘innovative printing capabilities,’ it does not explicitly link this innovation to environmental technologies, eco-design, or reduction of environmental impacts.",No,"The post briefly references ‘our teams’ connecting and showcasing products, but offers no information on employee safety, satisfaction, compensation, diversity, or training/development.",No,"There is no mention of human rights policies, labor standards, or supplier human rights auditing such as avoiding child or forced labor.",No,"The content focuses on a trade expo and business relationships with suppliers and distributors, without reference to philanthropy, local community impact, public health, or business ethics initiatives.",No,"While ‘quality’ and product range are mentioned, there is no explicit discussion of product safety, consumer health, product integrity standards, or customer data privacy.",No,"The post does not address governance structures, leadership decisions, executive compensation, or board-level direction.",No,"There is no content about investor relations, shareholder treatment, or anti-takeover mechanisms.",No,"Apart from the generic hashtag #MakingApparelBetter, there is no explicit reference to CSR, sustainability reporting, or the integration of ESG topics into corporate strategy; the post is primarily a marketing and networking recap from an industry expo."
