Type,Criteria,Average_Recall_NA,NA_TP,NA_FP,NA_TN,NA_FN,MAE,Krippendorff_Alpha,Mean_GT,Mean_LLM,Valid_Samples,Note
Main,Crit_A,0.5,0,0,30,0,0.7333333333333333,0.271866103094787,3.966666666666667,4.066666666666666,30.0,
Main,Crit_B,0.5,0,0,30,0,0.5777777778222223,0.3546784144442472,3.1000000000666668,3.3333333333333335,30.0,
Main,Crit_C,0.5,0,0,30,0,0.5322222221888889,0.3086823637008419,3.845000000033333,4.1738888888888885,30.0,
Main,Crit_D,0.5,0,0,30,0,1.4333333333333333,-0.30333051132601785,3.3,4.733333333333333,30.0,
Main,Crit_L,0.5,0,0,30,0,0.5666666666666667,0.7316011008580217,3.9,3.933333333333333,30.0,
Sub,A-01,0.5,0,0,30,0,0.6666666666666666,0.32613826011329705,4.033333333333333,4.5,30.0,
Sub,A-02,0.5,0,0,30,0,1.0666666666666667,-0.036330685829551124,3.9,3.6333333333333333,30.0,
Sub,B-01,0.5,0,0,30,0,0.6666666666666666,0.518604544621587,3.2666666666666666,3.466666666666667,30.0,
Sub,B-02,0.8461538461538461,4,8,18,0,0.6111111111111112,0.2100133374371601,2.9444444444444446,3.111111111111111,18.0,
Sub,B-03,0.5,0,0,30,0,1.0,0.06735088427140068,3.1,3.3,30.0,
Sub,C-01,0.875,12,0,14,4,0.8571428571428571,0.03863636363636347,4.642857142857143,4.214285714285714,14.0,
Sub,C-02,0.6666666666666666,1,0,27,2,0.8888888888888888,0.1368557084669615,4.2592592592592595,3.962962962962963,27.0,
Sub,C-04,0.5,0,0,30,0,1.0,-0.3614713622519887,4.133333333333334,4.866666666666666,30.0,
Sub,C-05,0.5,0,0,30,0,0.7666666666666667,0.23761743583067552,3.466666666666667,3.6333333333333333,30.0,
Sub,C-06,0.5,0,0,30,0,1.1,0.039113310650582656,3.4,4.366666666666666,30.0,
Sub,D-01,0.5,0,0,30,0,1.4333333333333333,-0.30333051132601785,3.3,4.733333333333333,30.0,
Sub,L-01,0.5,0,0,30,0,0.5666666666666667,0.7316011008580217,3.9,3.933333333333333,30.0,
,SUBCRITERIA_GLOBAL_METRICS,,17,8,329,6,0.8966565349544073,0.28997319761008955,3.6717325227963524,3.9969604863221884,,MAEm: 0.8853 | Global Avg Recall N/A: 0.8577 | Global Alpha: 0.2900
