Type,Criteria,Average_Recall_NA,NA_TP,NA_FP,NA_TN,NA_FN,MAE,Krippendorff_Alpha,Mean_GT,Mean_LLM,Valid_Samples,Note
Main,Crit_A,0.5,0,0,30,0,0.75,0.09843221009333969,3.966666666666667,4.316666666666666,30.0,
Main,Crit_B,0.5,0,0,30,0,0.6055555556,0.19418338198826002,3.1000000000666668,3.1277777777777778,30.0,
Main,Crit_C,0.5,0,0,30,0,0.44166666663333337,0.4934043228015188,3.845000000033333,3.96,30.0,
Main,Crit_D,0.5,0,0,30,0,1.2666666666666666,-0.07969993746489035,3.3,4.433333333333334,30.0,
Main,Crit_L,0.5,0,0,30,0,0.5666666666666667,0.7316011008580217,3.9,3.933333333333333,30.0,
Sub,A-01,0.5,0,0,30,0,0.8,0.07775016941495372,4.033333333333333,4.7,30.0,
Sub,A-02,0.5,0,0,30,0,0.9,-0.09877956269522525,3.9,3.933333333333333,30.0,
Sub,B-01,0.5,0,0,30,0,0.7,0.3771482953257198,3.2666666666666666,3.3,30.0,
Sub,B-02,0.6538461538461539,2,5,21,2,0.7142857142857143,-0.062435655575774796,2.6666666666666665,3.0,21.0,
Sub,B-03,0.5,0,0,30,0,0.9333333333333333,0.27339119319137484,3.1,3.033333333333333,30.0,
Sub,C-01,0.78125,9,0,14,7,0.9285714285714286,-0.04813664596273304,4.642857142857143,4.142857142857143,14.0,
Sub,C-02,0.6666666666666666,1,0,27,2,0.6296296296296297,0.41150766928544713,4.2592592592592595,3.8518518518518516,27.0,
Sub,C-04,0.5,0,0,30,0,0.8,-0.11076461076461075,4.133333333333334,4.933333333333334,30.0,
Sub,C-05,0.5,0,0,30,0,0.7333333333333333,0.14634350327846912,3.466666666666667,3.4,30.0,
Sub,C-06,0.5,0,0,30,0,0.8333333333333334,0.18177627111450634,3.4,3.7,30.0,
Sub,D-01,0.5,0,0,30,0,1.2666666666666666,-0.07969993746489035,3.3,4.433333333333334,30.0,
Sub,L-01,0.5,0,0,30,0,0.5666666666666667,0.7316011008580217,3.9,3.933333333333333,30.0,
,SUBCRITERIA_GLOBAL_METRICS,,12,5,332,11,0.8162650602409639,0.3988763444948137,3.647590361445783,3.8734939759036147,,MAEm: 0.8172 | Global Avg Recall N/A: 0.7535 | Global Alpha: 0.3989
